NACA 2412
    1.000000       0.000000    
   0.9968868      0.6473280E-03
   0.9928032      0.1492292E-02
   0.9880503      0.2469807E-02
   0.9824373      0.3616008E-02
   0.9757169      0.4976803E-02
   0.9675938      0.6604965E-02
   0.9577821      0.8547506E-02
   0.9461346      0.1081965E-01
   0.9327820      0.1337978E-01
   0.9181200      0.1613682E-01
   0.9026155      0.1899135E-01
   0.8866354      0.2186889E-01
   0.8704048      0.2472520E-01
   0.8540448      0.2753734E-01
   0.8376168      0.3029420E-01
   0.8211504      0.3299064E-01
   0.8046603      0.3562421E-01
   0.7881542      0.3819376E-01
   0.7716358      0.4069852E-01
   0.7551080      0.4313800E-01
   0.7385724      0.4551164E-01
   0.7220302      0.4781881E-01
   0.7054829      0.5005883E-01
   0.6889315      0.5223088E-01
   0.6723772      0.5433400E-01
   0.6558211      0.5636704E-01
   0.6392645      0.5832882E-01
   0.6227085      0.6021790E-01
   0.6061544      0.6203279E-01
   0.5896035      0.6377174E-01
   0.5730570      0.6543291E-01
   0.5565164      0.6701428E-01
   0.5399833      0.6851363E-01
   0.5234591      0.6992858E-01
   0.5069457      0.7125655E-01
   0.4904449      0.7249478E-01
   0.4739597      0.7364026E-01
   0.4574933      0.7468978E-01
   0.4410512      0.7563978E-01
   0.4246430      0.7648645E-01
   0.4082856      0.7722564E-01
   0.3920138      0.7784811E-01
   0.3758313      0.7832357E-01
   0.3597060      0.7864529E-01
   0.3436282      0.7880933E-01
   0.3275954      0.7881128E-01
   0.3116092      0.7864609E-01
   0.2956738      0.7830835E-01
   0.2797948      0.7779228E-01
   0.2639792      0.7709175E-01
   0.2482358      0.7620025E-01
   0.2325747      0.7511086E-01
   0.2170082      0.7381630E-01
   0.2015517      0.7230895E-01
   0.1862243      0.7058100E-01
   0.1710509      0.6862467E-01
   0.1560649      0.6643277E-01
   0.1413114      0.6399980E-01
   0.1268540      0.6132373E-01
   0.1127808      0.5840917E-01
   0.9921264E-01  0.5527207E-01
   0.8630650E-01  0.5194532E-01
   0.7424589E-01  0.4848296E-01
   0.6321138E-01  0.4495804E-01
   0.5333613E-01  0.4145133E-01
   0.4466909E-01  0.3803392E-01
   0.3716904E-01  0.3475345E-01
   0.3073050E-01  0.3163083E-01
   0.2521910E-01  0.2866544E-01
   0.2049976E-01  0.2584292E-01
   0.1645265E-01  0.2314233E-01
   0.1297896E-01  0.2054046E-01
   0.1000157E-01  0.1801471E-01
   0.7462663E-02  0.1554397E-01
   0.5322450E-02  0.1311062E-01
   0.3555812E-02  0.1070113E-01
   0.2149810E-02  0.8308136E-02
   0.1099850E-02  0.5933019E-02
   0.4037891E-03  0.3588902E-02
   0.5297775E-04  0.1297370E-02
   0.2679191E-04 -0.9167048E-03
   0.3298800E-03 -0.3176958E-02
   0.1003784E-02 -0.5466402E-02
   0.2070255E-02 -0.7739145E-02
   0.3531279E-02 -0.9960759E-02
   0.5380312E-02 -0.1211338E-01
   0.7614509E-02 -0.1419410E-01
   0.1024239E-01 -0.1620965E-01
   0.1328878E-01 -0.1817216E-01
   0.1679686E-01 -0.2009549E-01
   0.2083045E-01 -0.2199338E-01
   0.2547770E-01 -0.2387855E-01
   0.3085199E-01 -0.2576043E-01
   0.3708826E-01 -0.2764243E-01
   0.4434016E-01 -0.2952039E-01
   0.5275933E-01 -0.3137862E-01
   0.6245884E-01 -0.3318694E-01
   0.7346985E-01 -0.3490247E-01
   0.8571342E-01 -0.3647755E-01
   0.9901556E-01 -0.3787182E-01
   0.1131588     -0.3906125E-01
   0.1279360     -0.4003942E-01
   0.1431802     -0.4081309E-01
   0.1587684     -0.4139646E-01
   0.1746150     -0.4180676E-01
   0.1906611     -0.4206174E-01
   0.2068654     -0.4217823E-01
   0.2231992     -0.4217188E-01
   0.2396410     -0.4205686E-01
   0.2561749     -0.4184607E-01
   0.2727883     -0.4155114E-01
   0.2894715     -0.4118269E-01
   0.3062162     -0.4075035E-01
   0.3230153     -0.4026298E-01
   0.3398617     -0.3972869E-01
   0.3567476     -0.3915508E-01
   0.3736617     -0.3854929E-01
   0.3905853     -0.3791816E-01
   0.4074772     -0.3726545E-01
   0.4243307     -0.3656734E-01
   0.4411802     -0.3582115E-01
   0.4580405     -0.3503075E-01
   0.4749171     -0.3419992E-01
   0.4918120     -0.3333224E-01
   0.5087250     -0.3243113E-01
   0.5256553     -0.3149978E-01
   0.5426019     -0.3054114E-01
   0.5595635     -0.2955796E-01
   0.5765389     -0.2855275E-01
   0.5935270     -0.2752785E-01
   0.6105263     -0.2648536E-01
   0.6275359     -0.2542717E-01
   0.6445546     -0.2435504E-01
   0.6615813     -0.2327050E-01
   0.6786147     -0.2217487E-01
   0.6956542     -0.2106935E-01
   0.7126983     -0.1995493E-01
   0.7297461     -0.1883245E-01
   0.7467965     -0.1770258E-01
   0.7638481     -0.1656580E-01
   0.7808994     -0.1542253E-01
   0.7979481     -0.1427300E-01
   0.8149906     -0.1311744E-01
   0.8320196     -0.1195613E-01
   0.8490213     -0.1078970E-01
   0.8659664     -0.9619705E-02
   0.8827940     -0.8449815E-02
   0.8993809     -0.7288129E-02
   0.9154928     -0.6150755E-02
   0.9307407     -0.5065423E-02
   0.9446183     -0.4069336E-02
   0.9566940     -0.3195573E-02
   0.9668273     -0.2456913E-02
   0.9751829     -0.1843878E-02
   0.9820723     -0.1335593E-02
   0.9878122     -0.9100589E-03
   0.9926641     -0.5488488E-03
   0.9968279     -0.2377147E-03
    1.000000       0.000000    
